"23.8"" Monoblock HP 24-g118ur";8477522;100;0;200000;43999;"23.8"" Monoblock HP 24-g118ur Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";2
"23.8"" Monoblock Lenovo 520-24IKU";530956;100;0;10000;4599;"23.8"" Monoblock Lenovo 520-24IKU Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";2
"27"" Monoblock Apple iMac Pro";8530077;100;0;37000;72999;"27"" Monoblock Apple iMac Pro Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";2
"27"" Monoblock  ASUS ZEN ZN270IEUK-RA012T";3231065;100;0;2000;13999;"27"" Monoblock  ASUS ZEN ZN270IEUK-RA012T Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";2
"21.5"" Monoblock Acer Aspire C22-860";446216;100;0;20000;156999;"21.5"" Monoblock Acer Aspire C22-860 Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";2
Nettop Lenovo ThinkCentre M600;8271846;100;0;55000;254999;"Nettop Lenovo ThinkCentre M600 Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";2
PC Acer Aspire GX-781;120563;100;0;60000;15499;"PC Acer Aspire GX-781 Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";2
PC DEXP Jupiter P158;8818991;100;0;7000;43999;"PC DEXP Jupiter P158 Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";2
PC DEXP Mars E180;5254661;100;0;100000;4599;"PC DEXP Mars E180 Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";2
"15.6"" Monoblock ASUS V161GAT-WD003D";8806007;100;0;200000;72999;"15.6"" Monoblock ASUS V161GAT-WD003D Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";2
"21.5"" Monoblock Lenovo 520-22AST";9503423;100;0;10000;13999;"21.5"" Monoblock Lenovo 520-22AST Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";2
VR station MSI VR ONE 7RE-215RU;6004672;100;0;37000;156999;"VR station MSI VR ONE 7RE-215RU Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";2
PC HP Pavilion 590-p0000ur;8568124;100;0;2000;254999;"PC HP Pavilion 590-p0000ur Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";2
PC HP Omen 880-021ur;9742159;100;0;20000;15499;"PC HP Omen 880-021ur Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";2
PC Acer Veriton VES2710G;7959930;100;0;55000;43999;"PC Acer Veriton VES2710G Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";2
Nettop Lenovo ThinkCentre M600;8269093;100;0;60000;4599;"Nettop Lenovo ThinkCentre M600 Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";2
Vertex Impress Win 16 Gb;5534580;100;0;7000;6999;"Vertex Impress Win 16 Gb Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";3
Apple iPhone Xs 256 Gb;5310582;100;0;100000;72999;"Apple iPhone Xs 256 Gb Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";3
Apple iPhone 6S Plus 32Gb;78054;100;0;200000;13999;"Apple iPhone 6S Plus 32Gb Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";3
ASUS ZenFone 2 Laser ZE550KL 32Gb;8113117;100;0;10000;156999;"ASUS ZenFone 2 Laser ZE550KL 32Gb Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";3
HTC Desire 10 Lifestyle 32Gb;339069;100;0;37000;254999;"HTC Desire 10 Lifestyle 32Gb Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";3
HTC Desire 500 dual SIM;6208238;100;0;2000;15499;"HTC Desire 500 dual SIM Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";3
Huawei Honor 8 lite;6504436;100;0;20000;43999;"Huawei Honor 8 lite Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";3
Xiaomi Redmi Note 4X 32Gb+3Gb;6839418;100;0;55000;4599;"Xiaomi Redmi Note 4X 32Gb+3Gb Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";3
Xiaomi Mi5S Plus 128Gb;5001833;100;0;60000;72999;"Xiaomi Mi5S Plus 128Gb Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";3
Meizu MX6 32Gb Ram 3Gb;1941713;100;0;7000;13999;"Meizu MX6 32Gb Ram 3Gb Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";3
Sony Xperia XZ Dual;5032821;100;0;100000;156999;"Sony Xperia XZ Dual Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";3
"22"" TV LED Thomson T22FTE1020";6476010;100;0;200000;254999;"22"" TV LED Thomson T22FTE1020 Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";4
"24"" TV LED Haier LE24K6000S";8495678;100;0;10000;15499;"24"" TV LED Haier LE24K6000S Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";4
"28"" TV LED LG 28TK410V-WZ";8648979;100;0;37000;43999;"28"" TV LED LG 28TK410V-WZ Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";4
"32"" TV LED LG 32LK510";4243336;100;0;2000;4599;"32"" TV LED LG 32LK510 Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";4
"77"" TV OLED LG OLED77G7V";5629442;100;0;20000;72999;"77"" TV OLED LG OLED77G7V Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";4
"75"" TV QLED Samsung";273226;100;0;55000;13999;"75"" TV QLED Samsung Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";4
"65"" TV OLED Sony";6934464;100;0;60000;156999;"65"" TV OLED Sony Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";4
"86"" TV LED LG";5783040;100;0;7000;254999;"86"" TV LED LG Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";4
"75"" TV LED Sony";2226542;100;0;100000;15499;"75"" TV LED Sony Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";4
"65"" TV OLED LG";4998172;100;0;200000;43999;"65"" TV OLED LG Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";4
PlayStation 4 Pro Black 1Tb;3012008;100;0;10000;4599;"PlayStation 4 Pro Black 1Tb Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";5
PlayStation Classic;5311037;100;0;37000;72999;"PlayStation Classic Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";5
PlayStation VR;7437114;100;0;2000;13999;"PlayStation VR Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";5
Gamepad Nacon Revolution Pro;6394436;100;0;20000;156999;"Gamepad Nacon Revolution Pro Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";5
PlayStation Dualshock 4;5931856;100;0;55000;254999;"PlayStation Dualshock 4 Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";5
Microsoft Xbox ONE X;3639829;100;0;60000;15499;"Microsoft Xbox ONE X Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";5
Gamepad Microsoft Xbox ONE - Elite;7928937;100;0;7000;43999;"Gamepad Microsoft Xbox ONE - Elite Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";5
Nintendo Switch 32 GB;6406771;100;0;100000;4599;"Nintendo Switch 32 GB Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";5
Nintendo Entertainment System Classic Mini;1016611;100;0;200000;72999;"Nintendo Entertainment System Classic Mini Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";5
Nintendo Joy-Con Yellow;1525033;100;0;10000;13999;"Nintendo Joy-Con Yellow Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";5
Nintendo Pro;6312299;100;0;37000;156999;"Nintendo Pro Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";5
Nikon D850 Body;4178383;100;0;2000;254999;"Nikon D850 Body Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";6
Canon EOS 5D Mark IV;3374489;100;0;20000;15499;"Canon EOS 5D Mark IV Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";6
Canon EOS 6D Mark II Body;9591498;100;0;55000;43999;"Canon EOS 6D Mark II Body Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";6
Pentax KP kit 18-135mm WR;8957388;100;0;60000;4599;"Pentax KP kit 18-135mm WR Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";6
Nikon D7500 Kit 18-140mm VR;2306711;100;0;7000;72999;"Nikon D7500 Kit 18-140mm VR Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";6
Canon EOS 77D Kit 18-135 IS USM;4460370;100;0;100000;13999;"Canon EOS 77D Kit 18-135 IS USM Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";6
Nikon D7500 Body;4977222;100;0;200000;156999;"Nikon D7500 Body Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";6
GoPro Fusion 360;2331472;100;0;10000;254999;"GoPro Fusion 360 Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";6
Sony FDR-X3000R;1446216;100;0;37000;15499;"Sony FDR-X3000R Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";6
GoPro HERO7 Black;8065458;100;0;2000;43999;"GoPro HERO7 Black Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";6
GoPro HERO6;5563077;100;0;20000;4599;"GoPro HERO6 Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";6
Quadcopter DJI Phantom 4 Pro V2.0;1707806;100;0;55000;72999;"Quadcopter DJI Phantom 4 Pro V2.0 Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";6
Quadcopter DJI Mavic 2 ZOOM;8784302;100;0;60000;13999;"Quadcopter DJI Mavic 2 ZOOM Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";6
Quadcopter Walkera QR X350 Premium;7808884;100;0;7000;156999;"Quadcopter Walkera QR X350 Premium Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";6
Camera Canon LEGRIA GX10;5020808;100;0;100000;254999;"Camera Canon LEGRIA GX10 Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";6
Camera Sony FDR-AX700;6324436;100;0;200000;15499;"Camera Sony FDR-AX700 Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";6
Camera Canon XC10;8032425;100;0;10000;43999;"Camera Canon XC10 Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";6
Camera Sony FDR-AX100E;4158878;100;0;37000;4599;"Camera Sony FDR-AX100E Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";6
Camera Sony FDR-AX53;237470;100;0;2000;72999;"Camera Sony FDR-AX53 Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";6
Mikrotik CCR1036-8G-2S+EM;6038973;100;0;20000;13999;"Mikrotik CCR1036-8G-2S+EM Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";7
Mikrotik CCR1016-12S-1S+;749116;100;0;55000;156999;"Mikrotik CCR1016-12S-1S+ Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";7
ASUS BRT-AC828;2106563;100;0;60000;254999;"ASUS BRT-AC828 Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";7
NetGear Nighthawk X10;2419064;100;0;7000;15499;"NetGear Nighthawk X10 Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";7
D-Link DGS-1510-52/A1A;9745851;100;0;100000;43999;"D-Link DGS-1510-52/A1A Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";7
Cisco SG220-26P;9608094;100;0;200000;4599;"Cisco SG220-26P Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";7
TP-Link T1600G-28PS;8780316;100;0;10000;72999;"TP-Link T1600G-28PS Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";7
Cisco SF302-08MPP-K9-EU;4818993;100;0;37000;13999;"Cisco SF302-08MPP-K9-EU Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";7
HPE 1820-24G-PoE+;2603618;100;0;2000;156999;"HPE 1820-24G-PoE+ Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";7
Cisco SG110-24HP-EU;9334302;100;0;20000;254999;"Cisco SG110-24HP-EU Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";7
HPE 1420-24G-2S;4448038;100;0;55000;15499;"HPE 1420-24G-2S Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";7
Mikrotik CRS328-24P-4S+RM;9276052;100;0;60000;43999;"Mikrotik CRS328-24P-4S+RM Intel Core i5 7th Gen 7200U (2.50 GHz) 8 GB Memory 256 GB SSD NVIDIA GeForce 940MX 17.3"" Windows 10 Home 64-Bit ONLY @ NEWEGG ";7
